Name,Rating,Fifa Ability Overall,Position,Apps,Minutes played,Assists,Yel,Red,Aerials Won per game,Man of the match,Tackles,Interceptions per game,Fouls,Offside won per game,Clearances per game,Dribbled past per game,Outfielder Block Per Game,OwnG,Goals,"Shots per 
game",Dribbles per game,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Key passes per game,Passes per game,Pass success percentage,Crosses,Long balls per game,Through balls per game,Unnamed: 32
Marcos Alonso,7.18,83,"D(CL), M(L)",31.0,2761.0,4.0,6.0,0.0,2.1,2.0,2.4,1.3,0.9,0.2,2.8,0.8,0.1,0.0,2.0,1.5,0.5,1.2,0.1,0.9,1.0,1.1,60.7,85.0,0.3,1.4,0.0,
Sol Bamba,7.15,75,"D(C), DMC",28.0,2477.0,1.0,7.0,0.0,3.4,3.0,2.6,2.9,1.3,0.2,6.3,0.9,1.1,0.0,4.0,0.8,0.5,0.4,0.1,0.4,0.7,0.1,19.6,69.1,0.0,1.6,0.0,
Michael Keane,7.13,80,D(CR),33.0,2970.0,2.0,2.0,0.0,5.8,2.0,1.2,1.3,0.7,0.8,5.5,0.4,0.7,0.0,1.0,0.9,0.2,0.2,0.0,0.1,0.3,0.3,48.3,80.8,0.0,3.1,0.0,
Matt Doherty,7.12,75,"D(LR), M(R)",35.0,3147.0,5.0,5.0,0.0,3.8,2.0,1.8,1.6,0.8,0.1,2.2,0.6,0.2,1.0,4.0,1.2,0.5,0.6,0.1,0.6,1.2,1.0,36.8,71.6,0.4,1.4,0.1,
Willy Boly,7.12,77,D(C),36.0,3169.0,0.0,2.0,1.0,3.8,2.0,2.4,2.0,0.8,0.1,4.8,0.6,0.9,0.0,4.0,0.7,0.4,0.4,0.1,0.4,0.3,0.3,47.6,81.0,0.0,2.4,0.0,
Andrew Robertson,7.12,82,"D(L), M(L)",36.0,3219.0,11.0,4.0,0.0,0.7,1.0,2.2,0.8,0.5,0.5,1.3,0.9,0.2,0.0,0.0,0.4,0.8,0.4,0.0,0.6,0.9,1.4,66.6,83.2,0.6,2.2,0.0,
James Tarkowski,7.11,80,D(C),35.0,3087.0,1.0,8.0,0.0,4.8,3.0,2.0,1.2,1.0,0.3,6.7,0.6,1.6,0.0,3.0,0.6,0.2,0.9,0.1,0.3,0.7,0.1,32.4,69.5,0.0,3.1,0.0,
Joel Matip,7.11,80,D(C),17.0,1535.0,0.0,3.0,0.0,3.0,2.0,1.8,1.5,0.5,0.8,3.5,0.5,0.3,0.0,1.0,0.4,0.3,0.8,0.0,0.0,0.3,0.1,61.0,86.9,0.0,2.1,0.0,
Kieran Trippier,7.1,82,"D(R), M(R)",26.0,2278.0,3.0,2.0,0.0,1.1,1.0,2.5,0.9,0.7,0.6,2.3,0.9,0.2,1.0,1.0,0.3,0.3,0.9,0.2,0.5,0.7,1.8,57.1,78.9,2.0,2.6,0.1,
Dejan Lovren,7.08,64,D(C),11.0,986.0,0.0,1.0,0.0,4.1,1.0,1.2,0.8,0.2,1.2,3.9,0.6,0.5,0.0,1.0,0.5,0.0,0.8,0.0,0.1,0.2,0.1,63.2,86.6,0.2,2.6,0.1,
David Luiz,7.08,83,"D(C), DMC",36.0,3239.0,2.0,3.0,0.0,2.3,0.0,1.1,1.0,0.9,0.7,4.0,0.2,0.5,0.0,3.0,0.9,0.3,0.8,0.0,0.1,0.4,0.6,72.8,88.0,0.0,6.0,0.3,
Jannik Vestergaard,7.07,80,D(C),23.0,2030.0,0.0,2.0,0.0,3.7,0.0,2.3,1.5,0.7,0.9,7.4,0.7,0.9,0.0,0.0,0.6,0.4,0.6,0.0,0.2,0.4,0.2,36.7,76.9,0.0,2.3,0.1,
Ciaran Clark,7.06,76,D(CL),9.0,858.0,0.0,1.0,0.0,3.9,1.0,1.8,1.1,0.5,0.4,5.2,0.3,0.6,0.0,3.0,0.6,0.0,0.5,0.0,0.2,0.2,0.2,27.6,75.0,0.0,1.5,0.0,
Shkodran Mustafi,7.05,82,D(CR),31.0,2617.0,0.0,9.0,0.0,4.0,2.0,2.0,1.9,1.4,0.7,5.2,0.3,0.5,0.0,2.0,0.6,0.3,0.3,0.1,0.2,0.4,0.2,56.9,81.9,0.0,3.2,0.1,
Aymeric Laporte,7.05,84,D(CL),34.0,3057.0,3.0,3.0,0.0,2.2,1.0,1.2,1.1,0.6,0.4,2.7,0.3,0.3,0.0,3.0,0.7,0.1,0.5,0.1,0.1,0.3,0.4,85.6,92.3,0.0,4.9,0.0,
Ben Chilwell,7.04,78,"D(L), M(L)",36.0,3240.0,4.0,4.0,0.0,3.1,4.0,1.5,1.1,0.9,0.3,3.6,0.9,0.2,0.0,0.0,0.6,1.4,1.2,0.1,1.3,2.0,1.3,46.8,72.3,0.6,1.2,0.0,
Jan Bednarek,7.04,71,D(C),24.0,2151.0,1.0,7.0,0.0,3.2,3.0,1.6,2.8,0.9,0.8,6.7,0.6,1.1,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.2,0.4,32.8,70.5,0.0,1.7,0.1,
César Azpilicueta,7.01,86,"D(CLR), M(R)",38.0,3403.0,5.0,4.0,0.0,1.8,1.0,2.8,1.1,1.0,0.4,2.0,0.8,0.4,0.0,1.0,0.4,0.3,0.4,0.1,0.2,0.9,0.7,65.3,87.0,0.6,1.3,0.1,
Harry Maguire,7.01,82,D(C),31.0,2599.0,0.0,6.0,1.0,3.8,2.0,1.0,1.2,0.6,0.8,4.9,0.2,0.6,0.0,3.0,1.0,0.5,0.5,0.1,0.2,0.7,0.4,56.4,85.6,0.0,6.2,0.0,
Danilo,7.01,75,D(LR),9.0,806.0,0.0,1.0,0.0,1.6,1.0,1.8,1.4,0.9,0.3,1.8,0.5,0.0,0.0,1.0,1.3,0.7,0.7,0.0,0.5,0.7,0.4,69.7,87.0,0.2,1.7,0.0,
José Holebas,7,78,"D(L), M(L)",27.0,2394.0,6.0,12.0,1.0,2.2,0.0,2.4,0.8,1.2,0.4,2.9,0.9,0.3,0.0,3.0,0.6,0.8,0.5,0.1,0.9,1.0,1.4,29.8,68.5,1.5,1.6,0.0,
Fabián Balbuena,6.98,80,D(C),23.0,2014.0,0.0,2.0,0.0,3.0,1.0,1.7,2.3,0.8,0.6,7.5,1.1,0.6,0.0,1.0,0.8,0.0,0.2,0.0,0.1,0.2,0.1,36.2,79.4,0.0,2.2,0.0,
Nicolás Otamendi,6.98,85,D(C),14.0,1234.0,0.0,1.0,0.0,2.2,0.0,1.4,1.6,0.4,0.6,3.1,0.2,0.2,0.0,0.0,0.8,0.1,0.2,0.0,0.0,0.1,0.1,69.0,92.7,0.0,2.6,0.0,
Nacho Monreal,6.97,80,"D(CL), M(L)",21.0,1861.0,3.0,5.0,0.0,1.6,0.0,1.6,1.4,0.8,0.5,2.5,0.5,0.5,0.0,1.0,0.3,0.3,1.0,0.0,0.1,0.5,0.5,53.1,87.6,0.2,1.4,0.0,
Jefferson Lerma,6.97,79,"D(R), DMC",29.0,2511.0,0.0,12.0,0.0,2.5,0.0,1.5,1.8,1.4,0.0,2.8,1.3,0.6,1.0,2.0,1.0,0.7,1.7,0.1,0.7,0.8,0.5,52.0,83.2,0.1,2.3,0.1,
Steve Cook,6.96,78,D(C),31.0,2787.0,1.0,3.0,0.0,4.1,1.0,1.2,1.6,0.6,0.7,6.4,0.2,0.7,1.0,1.0,0.7,0.2,0.9,0.0,0.0,0.2,0.4,48.4,79.3,0.1,3.4,0.0,
Sean Morrison,6.96,74,D(C),34.0,3040.0,3.0,6.0,0.0,6.6,1.0,1.0,1.5,0.9,0.3,5.9,0.4,0.9,0.0,1.0,1.0,0.2,0.6,0.3,0.3,0.4,0.6,21.7,62.8,0.0,1.1,0.0,
Kyle Walker,6.96,84,"D(CR), M(R)",30.0,2777.0,1.0,3.0,0.0,1.4,0.0,1.2,1.1,0.5,0.2,1.5,0.4,0.2,0.0,1.0,0.6,0.5,0.4,0.1,0.4,0.8,0.7,72.4,90.1,0.1,3.5,0.0,
Fabinho,6.95,84,"D(R), DMC",21.0,2013.0,2.0,6.0,0.0,2.0,0.0,2.1,1.0,1.0,0.2,0.9,1.3,0.2,0.0,1.0,0.6,0.4,1.1,0.0,0.6,0.4,0.6,57.5,85.3,0.1,2.6,0.0,
"Kyle Walker0,00Peters",6.95,69,"D(R), D(R)",4.0,374.0,3.0,1.0,0.0,0.5,0.0,1.2,0.7,0.7,0.0,0.7,0.2,0.2,0.0,0.0,0.3,1.5,1.7,0.2,0.5,0.5,1.2,31.3,83.0,0.7,0.5,0.0,
Florian Lejeune,6.95,78,D(C),12.0,1055.0,0.0,0.0,0.0,2.6,0.0,2.1,1.8,0.9,0.3,3.7,1.1,0.4,0.0,0.0,0.6,0.3,0.4,0.0,0.0,0.8,0.5,46.9,76.2,0.1,6.8,0.1,
Matt Ritchie,6.95,77,"D(L), M(CLR)",35.0,2940.0,8.0,9.0,0.0,1.0,1.0,1.9,1.4,1.5,0.1,1.7,0.8,0.3,0.0,2.0,1.1,0.4,1.1,0.0,0.5,1.3,1.7,30.5,73.1,1.9,1.6,0.0,
Romain Saïss,6.93,74,"D(C), DMC",12.0,1145.0,0.0,7.0,0.0,3.2,2.0,2.1,1.4,1.4,0.1,3.1,0.9,0.6,0.0,2.0,0.6,0.3,0.4,0.0,0.1,0.1,0.2,38.8,77.1,0.1,3.2,0.0,
Vincent Kompany,6.93,85,D(C),13.0,1223.0,0.0,6.0,0.0,2.2,0.0,0.9,0.9,1.0,0.6,3.2,0.1,0.5,0.0,1.0,0.3,0.2,0.0,0.1,0.0,0.3,0.1,72.2,93.0,0.0,3.7,0.0,
Juan Foyth,6.93,72,D(CR),10.0,890.0,0.0,3.0,1.0,2.1,1.0,2.6,0.8,1.3,0.8,4.0,0.4,0.4,0.0,1.0,0.3,1.6,0.8,0.0,0.8,0.9,0.3,48.8,85.2,0.0,1.8,0.1,
Declan Rice,6.93,73,"D(C), DMC",34.0,3005.0,0.0,4.0,0.0,1.6,2.0,2.9,1.5,0.5,0.0,1.6,1.5,0.4,0.0,2.0,0.6,0.8,0.2,0.0,0.6,0.6,0.3,44.6,86.4,0.0,2.9,0.0,
Michail Antonio,6.92,76,"D(R), M(CLR), FW",22.0,2101.0,4.0,3.0,0.0,2.4,2.0,0.7,0.5,1.0,0.1,0.6,0.2,0.1,0.0,6.0,2.0,1.8,1.3,0.3,2.1,2.5,0.7,20.2,68.1,0.2,0.8,0.1,
Laurent Koscielny,6.92,82,D(C),13.0,1330.0,0.0,1.0,0.0,1.5,1.0,1.1,1.8,0.5,0.8,4.1,0.4,0.9,0.0,3.0,0.3,0.1,0.8,0.0,0.2,0.2,0.1,52.4,91.9,0.0,3.5,0.0,
Kevin Long,6.92,73,D(C),5.0,513.0,1.0,0.0,0.0,3.3,0.0,3.0,1.2,0.5,0.5,5.7,1.7,0.8,0.0,0.0,0.2,0.2,0.8,0.0,0.2,0.0,0.2,28.0,81.0,0.0,3.5,0.0,
James Milner,6.91,81,"D(LR), M(CLR)",19.0,1787.0,4.0,5.0,1.0,0.6,1.0,1.4,0.6,0.9,0.2,0.7,0.8,0.2,0.0,5.0,0.8,0.5,0.9,0.0,0.3,1.0,1.4,45.2,84.6,1.2,2.6,0.1,
Luke Shaw,6.91,80,"D(L), M(L)",29.0,2592.0,4.0,11.0,0.0,1.7,2.0,1.9,0.7,1.4,0.1,2.8,0.7,0.4,0.0,1.0,0.7,0.9,0.6,0.0,0.5,1.0,1.1,57.2,83.3,0.5,1.6,0.1,
Bernardo,6.9,75,D(LR),19.0,1751.0,1.0,4.0,0.0,2.0,0.0,2.8,1.5,0.8,0.2,3.0,0.6,0.6,0.0,0.0,0.4,0.6,1.0,0.1,0.5,1.2,0.5,35.7,72.7,0.3,1.0,0.0,
Arthur Masuaku,6.9,75,"D(L), M(L)",19.0,1758.0,1.0,2.0,0.0,0.9,1.0,2.5,1.6,0.7,0.7,2.4,1.1,0.3,0.0,0.0,0.2,1.6,0.2,0.0,1.2,1.0,0.6,38.3,83.3,0.2,2.2,0.0,
Matt Targett,6.89,70,"D(L), M(L)",13.0,1187.0,3.0,2.0,0.0,1.1,0.0,1.7,1.7,0.4,0.3,1.9,0.9,0.2,0.0,1.0,0.7,0.1,0.6,0.1,0.4,0.4,1.4,27.6,69.9,1.4,1.4,0.1,
Jan Vertonghen,6.89,87,D(CL),22.0,1915.0,0.0,3.0,1.0,2.3,1.0,1.8,1.5,0.5,0.9,3.3,0.5,0.5,0.0,1.0,0.7,0.4,0.5,0.0,0.1,0.5,0.2,69.6,87.5,0.2,3.1,0.0,
Issa Diop,6.89,77,D(C),33.0,2970.0,0.0,4.0,0.0,2.3,1.0,2.1,1.9,0.5,1.1,4.7,0.6,1.1,1.0,1.0,0.4,0.2,0.5,0.1,0.0,0.4,0.1,34.4,86.0,0.0,1.6,0.0,
Daryl Janmaat,6.88,77,"D(R), M(R)",17.0,1522.0,2.0,3.0,0.0,1.1,0.0,2.0,1.8,0.9,0.4,3.3,0.5,0.3,0.0,0.0,0.6,0.7,0.1,0.1,0.6,0.8,0.7,33.3,75.8,0.8,2.6,0.0,
Jonny Evans,6.88,79,D(CL),21.0,1995.0,0.0,2.0,0.0,3.0,0.0,1.0,1.4,0.9,0.8,6.1,0.2,0.4,0.0,1.0,0.5,0.0,0.7,0.0,0.2,0.3,0.2,42.9,84.7,0.0,2.8,0.0,
Séamus Coleman,6.88,80,"D(R), M(R)",29.0,2560.0,2.0,1.0,0.0,1.6,0.0,1.5,0.9,0.8,0.2,2.6,0.4,0.2,1.0,2.0,0.5,0.7,0.7,0.1,0.8,1.5,0.8,41.2,78.1,0.6,1.4,0.0,
Ashley Young,6.87,79,"D(LR), M(LR)",28.0,2569.0,2.0,8.0,1.0,0.8,0.0,1.7,1.8,1.2,0.3,1.9,0.6,0.3,0.0,2.0,0.4,0.6,1.1,0.1,0.6,0.8,1.3,45.9,77.5,1.4,3.7,0.0,
Wes Morgan,6.87,75,D(C),21.0,1926.0,0.0,1.0,2.0,4.2,1.0,1.2,1.5,0.8,0.7,4.7,0.0,0.5,0.0,3.0,0.6,0.1,0.3,0.1,0.0,0.6,0.1,40.5,80.8,0.0,1.6,0.0,
John Stones,6.87,83,D(CR),20.0,1763.0,0.0,1.0,0.0,2.5,0.0,0.7,0.6,0.3,0.3,2.5,0.2,0.4,0.0,0.0,0.2,0.3,0.3,0.0,0.1,0.0,0.2,73.0,94.2,0.0,4.3,0.0,
Nathan Aké,6.86,79,"D(CL), DMC",38.0,3412.0,0.0,3.0,0.0,2.3,1.0,1.7,0.8,0.7,0.8,6.1,0.3,0.9,0.0,4.0,0.7,0.1,0.6,0.1,0.2,0.5,0.2,44.6,86.0,0.1,1.9,0.0,
Ben Mee,6.86,79,D(CL),38.0,3420.0,2.0,9.0,0.0,3.9,1.0,1.4,1.3,0.7,0.5,6.1,0.2,1.3,2.0,0.0,0.6,0.2,0.5,0.0,0.1,0.4,0.2,39.5,74.9,0.1,4.7,0.0,
Serge Aurier,6.85,80,"D(CLR), M(R)",6.0,564.0,2.0,1.0,0.0,1.5,0.0,2.5,0.9,2.1,0.5,2.1,0.9,0.3,0.0,0.0,0.5,1.0,0.3,0.1,0.9,1.5,0.8,33.6,75.5,0.9,0.6,0.0,
Jonny,6.85,79,"D(CLR), M(L)",32.0,2780.0,1.0,6.0,0.0,1.2,1.0,2.4,1.8,0.7,0.2,1.6,0.9,0.2,0.0,1.0,0.8,0.9,1.0,0.2,1.2,1.2,0.9,32.6,77.8,0.3,1.0,0.0,
James Tomkins,6.85,78,D(CR),29.0,2563.0,1.0,6.0,0.0,3.1,0.0,1.2,1.2,0.6,0.6,6.2,0.4,0.3,0.0,1.0,0.8,0.1,0.4,0.0,0.1,0.3,0.2,38.3,83.0,0.0,4.3,0.0,
Maya Yoshida,6.85,75,D(CR),17.0,1520.0,1.0,0.0,0.0,2.1,0.0,0.9,2.5,0.2,0.6,5.9,0.5,1.2,0.0,0.0,0.8,0.1,0.4,0.1,0.0,0.4,0.3,32.7,75.7,0.0,2.4,0.0,
Danny Rose,6.84,81,"D(L), M(L)",20.0,1798.0,3.0,5.0,0.0,1.0,1.0,1.9,0.9,1.0,0.2,0.8,0.5,0.2,0.0,0.0,0.6,1.3,1.8,0.0,0.7,1.9,1.0,35.7,73.7,0.8,1.0,0.0,
Toby Alderweireld,6.84,86,D(CR),33.0,2924.0,0.0,3.0,0.0,1.6,0.0,1.1,0.7,0.3,0.6,4.9,0.3,0.6,1.0,0.0,0.6,0.0,0.0,0.0,0.0,0.2,0.2,69.4,88.5,0.1,7.1,0.1,
Davinson Sánchez,6.83,84,D(C),22.0,1943.0,1.0,2.0,0.0,2.9,0.0,1.6,1.3,0.9,1.1,4.4,0.7,0.4,0.0,1.0,0.6,0.0,0.4,0.0,0.1,0.3,0.2,62.6,89.9,0.0,2.7,0.0,
Callum Paterson,6.82,71,"D(R), M(CR), FW",21.0,1996.0,1.0,4.0,0.0,7.5,1.0,0.8,0.3,1.5,0.0,1.0,0.8,0.1,0.0,4.0,1.5,0.2,1.1,0.4,0.4,1.1,0.9,20.4,48.4,0.2,0.5,0.0,
Calum Chambers,6.82,74,"D(CR), DMC",29.0,2587.0,0.0,9.0,0.0,2.1,0.0,2.1,2.2,1.1,0.3,3.5,1.0,0.4,0.0,2.0,1.1,0.7,0.1,0.0,0.8,1.0,0.5,47.9,79.0,0.0,2.9,0.0,
Fabian Delph,6.82,80,"D(L), M(CL)",8.0,725.0,1.0,1.0,1.0,0.8,0.0,2.1,1.2,0.5,0.3,1.5,1.0,0.0,0.0,0.0,0.4,0.7,0.6,0.0,0.1,0.9,0.3,62.9,91.3,0.3,2.4,0.0,
Sokratis,6.82,84,D(CR),25.0,2199.0,2.0,12.0,0.0,2.2,0.0,1.7,1.0,1.5,0.7,4.3,0.5,0.7,0.0,1.0,0.4,0.2,1.0,0.0,0.2,0.3,0.2,55.5,89.4,0.0,4.1,0.0,
Phil Jones,6.81,79,"D(CR), DMC",15.0,1264.0,1.0,1.0,0.0,2.6,0.0,1.1,1.3,0.4,0.6,3.4,0.3,0.6,0.0,0.0,0.3,0.2,0.6,0.0,0.1,0.5,0.2,41.9,92.6,0.0,2.2,0.0,
Jamaal Lascelles,6.8,78,D(C),32.0,2748.0,1.0,4.0,0.0,2.9,0.0,1.0,1.2,0.5,0.5,6.6,0.1,0.9,0.0,0.0,0.3,0.0,0.3,0.0,0.2,0.3,0.1,34.5,76.7,0.0,2.3,0.0,
Chris Smalling,6.79,81,D(CR),24.0,2128.0,0.0,1.0,0.0,4.3,1.0,1.3,1.1,0.9,0.5,4.4,0.3,1.0,1.0,1.0,0.5,0.0,0.3,0.1,0.0,0.3,0.1,39.8,86.2,0.0,2.1,0.0,
Antonio Rüdiger,6.78,82,D(CR),33.0,2874.0,0.0,7.0,0.0,2.5,0.0,1.0,1.0,0.8,0.6,2.9,0.4,0.2,0.0,1.0,0.8,0.1,0.5,0.0,0.3,0.2,0.2,76.9,91.5,0.0,4.5,0.1,
Ben Gibson,6.78,74,D(CL),1.0,63.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,66.7,0.0,1.0,0.0,
Jonjoe Kenny,6.78,72,D(R),8.0,790.0,1.0,1.0,0.0,2.3,0.0,2.1,1.7,1.0,0.7,3.0,0.8,0.2,0.0,0.0,0.3,0.5,0.1,0.0,0.9,0.7,0.6,42.8,72.0,0.4,1.8,0.0,
Kurt Zouma,6.78,79,D(CR),29.0,2613.0,2.0,3.0,0.0,3.1,0.0,1.0,1.7,0.6,0.6,3.8,0.2,0.4,0.0,2.0,0.6,0.2,0.5,0.1,0.4,0.5,0.2,45.1,83.6,0.0,3.2,0.0,
Joe Bennett,6.77,72,"D(L), M(L)",30.0,2641.0,1.0,5.0,0.0,1.2,0.0,1.7,2.0,0.7,0.1,2.8,0.5,0.3,0.0,0.0,0.3,0.8,1.2,0.0,0.4,0.3,0.5,23.1,71.8,0.4,1.4,0.0,
Ryan Bennett,6.77,73,D(C),34.0,3060.0,0.0,12.0,0.0,3.6,0.0,1.7,1.3,1.1,0.2,3.6,0.5,0.6,0.0,1.0,0.4,0.1,0.3,0.0,0.0,0.1,0.3,39.6,79.6,0.0,2.0,0.0,
Simon Francis,6.77,75,D(CR),13.0,1230.0,2.0,1.0,0.0,2.8,0.0,1.5,1.1,0.6,0.2,3.9,0.7,0.4,0.0,0.0,0.2,0.3,0.5,0.2,0.4,0.8,0.6,38.5,73.3,0.6,1.8,0.0,
Wesley Hoedt,6.77,76,D(C),13.0,1170.0,0.0,2.0,0.0,2.5,0.0,2.2,1.8,1.2,0.7,5.8,0.7,1.0,2.0,0.0,0.5,0.5,1.2,0.0,0.4,0.2,0.1,47.8,78.6,0.0,4.4,0.0,
Ryan Fredericks,6.76,73,"D(R), M(R)",12.0,1086.0,0.0,5.0,0.0,1.3,1.0,2.5,0.9,0.6,0.3,2.6,0.7,0.3,0.0,1.0,0.3,0.8,0.7,0.1,0.1,0.6,0.2,29.1,70.9,0.3,0.9,0.0,
Joe Gomez,6.76,78,D(CLR),12.0,1060.0,0.0,2.0,0.0,1.5,0.0,1.1,0.9,0.8,0.4,2.4,0.4,0.3,0.0,0.0,0.3,0.3,0.6,0.0,0.1,0.6,0.4,49.2,87.5,0.1,2.0,0.0,
Charlie Taylor,6.75,74,"D(L), M(L)",35.0,3240.0,1.0,2.0,0.0,1.9,0.0,1.4,1.1,0.4,0.3,2.2,0.7,0.9,0.0,0.0,0.2,1.1,1.3,0.0,0.4,1.0,0.3,30.9,72.5,0.6,2.2,0.0,
Joel Ward,6.74,73,"D(LR), DMC, M(R)",6.0,551.0,0.0,1.0,0.0,2.6,0.0,1.7,1.4,1.1,0.1,4.4,1.0,0.0,0.0,1.0,0.3,0.1,0.9,0.1,0.6,0.7,0.3,27.1,72.6,0.0,1.3,0.0,
Pablo Zabaleta,6.74,76,"D(R), DMC, M(R)",23.0,2092.0,1.0,4.0,0.0,1.8,0.0,1.8,1.8,0.7,0.3,3.3,1.0,0.6,0.0,0.0,0.3,0.5,1.2,0.0,0.5,0.7,0.3,33.1,76.7,0.3,1.4,0.0,
Rob Holding,6.74,76,D(CR),9.0,807.0,0.0,1.0,0.0,2.1,1.0,1.1,1.2,0.6,0.3,3.7,0.6,0.7,0.0,0.0,0.2,0.3,0.2,0.0,0.2,0.4,0.2,61.4,87.5,0.0,3.4,0.0,
Angelo Ogbonna,6.74,77,D(C),20.0,1871.0,1.0,2.0,0.0,3.2,0.0,1.3,1.5,0.6,1.0,4.1,0.4,0.8,0.0,1.0,0.6,0.0,0.3,0.0,0.2,0.2,0.2,33.1,83.6,0.0,1.8,0.0,
Eric Dier,6.74,80,"D(CR), DMC",18.0,1510.0,0.0,4.0,0.0,1.8,0.0,1.3,1.1,1.2,0.0,2.1,1.4,0.6,0.0,3.0,0.5,0.1,0.5,0.0,0.5,0.6,0.4,54.2,84.9,0.1,2.3,0.1,
Scott Dann,6.74,75,D(C),7.0,661.0,1.0,1.0,0.0,2.6,0.0,0.6,0.5,0.4,0.3,4.4,0.4,1.2,0.0,0.0,0.6,0.3,0.0,0.0,0.1,0.1,0.2,26.4,72.7,0.0,1.4,0.0,
Paul Dummett,6.74,75,D(CL),21.0,1987.0,0.0,1.0,0.0,2.3,0.0,1.3,1.4,0.4,0.4,4.7,0.5,0.4,0.0,0.0,0.3,0.1,0.4,0.0,0.0,0.4,0.2,29.2,71.1,0.3,2.0,0.0,
Andreas Christensen,6.73,81,"D(C), DMC",6.0,615.0,0.0,1.0,0.0,2.3,0.0,1.3,0.5,1.0,0.4,3.4,0.4,0.3,0.0,0.0,0.0,0.1,0.4,0.0,0.0,0.4,0.0,57.3,92.8,0.0,1.1,0.0,
Lewis Dunk,6.72,78,D(C),36.0,3153.0,1.0,5.0,1.0,3.3,1.0,1.2,1.3,0.6,0.3,5.4,0.6,1.1,0.0,2.0,0.6,0.0,0.4,0.0,0.1,0.4,0.3,41.4,82.8,0.0,4.5,0.0,
Mamadou Sakho,6.72,79,D(C),27.0,2417.0,0.0,2.0,0.0,1.9,0.0,0.9,1.5,0.2,0.6,4.9,0.3,0.6,0.0,0.0,0.1,0.3,0.5,0.0,0.2,0.4,0.2,48.9,88.6,0.0,2.2,0.0,
Maxime Le Marchand,6.72,74,D(CL),25.0,2252.0,1.0,5.0,0.0,2.2,0.0,2.2,2.1,1.1,0.6,4.7,0.9,0.6,0.0,0.0,0.2,0.4,0.3,0.1,0.2,0.4,0.3,53.3,83.3,0.2,3.5,0.0,
Héctor Bellerín,6.71,80,"D(R), M(R)",18.0,1535.0,5.0,3.0,0.0,1.1,0.0,0.8,1.1,0.8,0.2,1.7,0.4,0.3,1.0,0.0,0.9,0.8,0.3,0.1,0.8,1.1,0.4,41.3,84.2,0.5,1.3,0.1,
Patrick van Aanholt,6.71,76,"D(L), M(L)",36.0,3198.0,2.0,3.0,0.0,0.3,0.0,1.3,1.1,0.3,0.2,2.3,0.4,0.3,0.0,3.0,1.3,0.6,0.4,0.3,0.4,1.0,1.0,44.7,79.8,0.3,1.9,0.1,
Martín Montoya,6.71,77,D(LR),24.0,2166.0,1.0,4.0,0.0,1.0,0.0,2.3,1.9,1.2,0.3,2.5,0.9,0.4,0.0,0.0,0.3,0.5,0.6,0.0,0.4,0.8,0.7,34.3,80.0,0.6,1.5,0.0,
Adam Smith,6.71,76,"D(LR), M(R)",25.0,2073.0,1.0,5.0,1.0,1.1,0.0,1.8,1.2,0.7,0.2,2.3,0.9,0.3,0.0,1.0,0.3,0.8,1.7,0.0,0.4,1.0,0.4,34.9,82.0,0.2,0.9,0.0,
Daniel Amartey,6.69,75,"D(R), DMC",7.0,641.0,0.0,2.0,0.0,1.6,0.0,2.0,1.8,0.7,0.2,2.8,0.6,0.4,0.0,0.0,0.4,0.2,0.1,0.1,0.4,0.3,0.3,41.2,85.2,0.0,2.2,0.0,
Ben Davies,6.69,81,"D(CL), M(L)",20.0,1839.0,0.0,2.0,0.0,1.7,1.0,2.1,0.9,0.7,0.3,2.3,0.6,0.4,0.0,0.0,0.5,0.1,0.5,0.0,0.4,0.7,0.6,40.2,82.8,0.3,1.2,0.0,
Bruno Ecuele Manga,6.69,77,D(CR),37.0,3374.0,1.0,0.0,0.0,2.3,0.0,1.8,2.1,0.4,0.3,4.5,0.8,0.7,0.0,0.0,0.3,0.3,0.3,0.0,0.3,0.6,0.2,25.2,64.9,0.1,2.4,0.0,
Luis Antonio Valencia,6.68,81,"D(R), M(R)",5.0,466.0,0.0,2.0,0.0,0.5,0.0,1.3,0.8,1.2,0.0,1.0,0.2,0.0,0.0,0.0,0.3,0.5,0.7,0.0,0.2,0.0,1.2,45.2,84.1,0.8,1.8,0.0,
Victor Lindelöf,6.68,79,D(CR),29.0,2602.0,1.0,1.0,0.0,2.3,0.0,1.3,0.8,0.6,0.7,3.9,0.3,0.4,1.0,1.0,0.3,0.3,0.5,0.0,0.1,0.4,0.2,49.7,89.2,0.0,2.1,0.0,
Aaron Cresswell,6.68,76,"D(CL), M(L)",18.0,1591.0,1.0,1.0,0.0,1.3,0.0,1.5,1.2,0.1,0.4,2.1,0.6,0.4,0.0,0.0,0.6,0.3,0.6,0.1,0.3,0.7,0.9,40.6,81.4,0.8,1.5,0.0,
Jeffrey Schlupp,6.66,73,"D(L), M(CL)",18.0,1667.0,1.0,1.0,0.0,1.8,1.0,1.4,0.6,0.8,0.0,0.7,0.6,0.3,0.0,4.0,0.9,0.7,0.5,0.0,0.8,1.0,0.5,21.0,75.9,0.1,0.5,0.0,
