Name,Rating,Fifa Ability Overall,Position,Apps,Minutes played,Assists,Yel,Red,Pass success percentage,Aerials Won per game,Man of the match,Tackles,Interceptions per game,Fouls,Offside won per game,Clearances per game,Dribbled past per game,Outfielder Block Per Game,OwnG,Goals,"Shots per
game",Dribbles per game,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Key passes per game,Passes per game,Pass success percentage.1,Crosses,Long balls per game,Through balls per game
Mario Hermoso,6.95,76,D(C),31,2806,0,7,0,83.9,2.3,3,1.2,1.2,0.7,0.7,5.2,0.6,0.8,0,3,0.8,0.3,0.9,0.1,0.2,0.2,0.2,50.3,83.9,0.0,4.9,0.1
Mattia Destro,6.29,76,FW,5,490,1,3,0,54.7,1.2,1,0.2,0.0,0.8,0.0,0.4,0.0,0.0,0,4,0.7,0.1,0.6,0.0,0.5,0.9,0.2,4.4,54.7,0.0,0.2,0.0
Rúben Vezo,6.94,77,D(CR),15,1340,1,4,0,78.0,1.8,0,1.7,1.3,1.0,0.4,5.7,0.5,1.3,0,2,0.5,0.3,0.7,0.1,0.2,0.5,0.3,33.1,78.0,0.0,2.5,0.0
Dimitrios Siovas,6.94,72,D(C),34,2965,0,5,0,72.3,3.1,1,1.7,1.9,0.9,0.3,4.4,0.6,0.4,0,1,0.6,0.4,0.3,0.1,0.3,0.3,0.3,39.7,72.3,0.1,3.6,0.0
Vitalie Damascan,6.29,65,FW,0,3,0,0,0,50.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,50.0,0.0,0.0,0.0
Thomas Partey,6.93,82,"D(R), M(CR)",22,2067,4,7,1,83.8,1.3,5,2.1,1.5,1.0,0.0,0.6,0.9,0.2,0,3,1.1,1.1,0.7,0.0,0.6,0.9,0.6,41.5,83.8,0.3,2.3,0.1
Aritz Elustondo,6.93,76,D(CR),24,2253,0,5,0,78.9,2.4,1,1.7,1.4,0.8,0.5,5.1,0.6,0.3,0,1,0.4,0.6,1.0,0.0,0.1,0.5,0.3,41.0,78.9,0.3,1.7,0.0
Jesús Navas,6.93,80,"D(R), M(R)",31,2714,5,8,0,77.0,0.5,0,0.9,0.9,0.4,0.2,1.6,0.3,0.2,0,1,1.0,1.1,1.0,0.3,0.4,0.5,1.3,44.3,77.0,1.3,2.9,0.1
Martín Mantovani,6.93,75,D(C),6,699,0,2,0,79.6,3.8,1,1.7,2.4,1.3,0.7,5.2,0.6,0.3,1,2,0.6,0.0,1.8,0.0,0.3,0.3,0.0,25.1,79.6,0.0,1.2,0.0
Gabriel Paulista,6.93,82,D(CR),30,2625,1,6,0,86.7,2.1,1,1.0,2.3,0.8,0.6,5.2,0.5,0.7,0,0,0.4,0.1,1.0,0.0,0.1,0.4,0.2,43.3,86.7,0.0,3.8,0.0
Júnior Firpo,6.93,76,"D(L), M(L)",22,1937,4,7,0,82.9,1.5,1,1.6,1.0,1.3,0.1,1.5,0.6,0.1,0,3,0.8,1.3,1.1,0.2,0.6,1.0,0.8,38.9,82.9,0.3,0.8,0.0
Joel Campbell,6.29,76,"AM(LR), FW",11,894,3,4,0,76.8,0.1,0,0.9,0.2,0.9,0.0,0.1,0.8,0.0,0,0,0.8,0.8,2.1,0.5,1.5,2.1,0.6,14.9,76.8,0.1,0.8,0.0
Philippe Coutinho,6.93,88,M(CLR),22,2023,2,2,0,87.9,0.2,0,0.5,0.4,0.6,0.0,0.1,0.4,0.1,0,5,2.0,1.5,1.3,0.2,1.4,1.2,0.9,40.8,87.9,0.2,1.2,0.1
Nikola Kalinic,6.3,79,FW,7,641,0,3,0,57.0,1.0,0,0.4,0.1,0.8,0.0,0.1,0.1,0.0,0,2,0.5,0.0,0.5,0.2,0.3,1.2,0.2,6.3,57.0,0.0,0.1,0.0
Ezequiel Garay,6.92,82,D(C),24,2137,0,4,0,83.6,3.0,0,0.8,0.7,0.8,0.4,5.7,0.4,1.0,0,2,0.5,0.1,0.5,0.0,0.0,0.2,0.2,44.6,83.6,0.0,4.1,0.0
Sergio Ramos,6.91,91,D(CR),28,2476,1,5,1,92.1,2.2,2,1.5,1.3,1.0,1.0,3.0,0.6,0.5,0,6,1.1,0.1,1.3,0.2,0.1,0.4,0.3,68.5,92.1,0.0,7.1,0.0
Michael Santos,6.3,73,FW,5,553,3,4,0,73.4,0.8,0,0.8,0.1,1.2,0.0,0.1,0.3,0.1,0,1,1.1,0.2,0.7,1.0,0.4,0.9,0.4,5.9,73.4,0.1,0.1,0.0
Charles Nathan Abi,6.3,79,"Forward, Forward",0,30,0,0,0,35.3,0.7,0,1.3,0.0,0.7,0.0,0.3,0.0,0.0,0,0,0.3,0.7,0.3,0.0,0.7,1.0,0.3,5.7,35.3,0.0,0.0,0.0
Toni Moya,6.91,63,Midfielder,1,90,0,0,0,91.8,1.0,0,2.0,0.0,1.0,0.0,3.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,91.8,0.0,5.0,0.0
Sergi Roberto,6.91,83,"D(R), M(CR)",23,2089,7,3,0,90.5,1.0,1,1.0,1.5,0.6,0.1,0.9,0.3,0.1,0,0,0.3,0.5,1.1,0.0,0.7,1.0,1.0,55.9,90.5,0.2,1.0,0.1
Santiago Arias,6.91,78,D(R),20,1771,1,4,0,81.9,1.7,1,1.9,1.4,0.8,0.0,1.4,0.4,0.1,0,1,0.4,0.3,1.3,0.1,0.4,0.9,0.6,31.6,81.9,0.4,0.6,0.0
Marc Roca,6.9,76,DMC,35,3116,2,9,0,86.9,1.3,0,2.1,1.0,1.7,0.1,1.7,1.2,0.6,0,1,0.7,0.8,0.8,0.0,0.7,0.6,0.7,55.9,86.9,0.0,4.3,0.3
Jan Oblak,6.9,90,GK,37,3330,0,0,0,49.4,0.2,2,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0,0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,20.5,49.4,0.0,6.2,0.0
Jeison Murillo,6.9,80,D(C),1,90,0,0,0,94.1,3.0,0,2.0,2.0,1.0,2.0,6.0,1.0,0.0,0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,17.0,94.1,0.0,0.0,0.0
Jorge Miramón,6.9,72,"D(R), M(R)",30,2496,0,5,0,75.1,1.0,1,2.4,1.5,0.9,0.4,1.8,0.6,0.4,0,1,0.4,1.1,0.4,0.0,0.5,1.1,0.9,32.8,75.1,0.8,2.6,0.0
Naldo,6.9,75,D(C),16,1366,1,3,0,81.3,2.4,0,1.1,1.6,0.8,0.8,6.9,0.3,0.8,0,1,0.4,0.1,0.3,0.1,0.1,0.6,0.1,37.5,81.3,0.0,2.9,0.0
Óscar Rodríguez,6.9,68,AM(C),29,2515,3,5,0,75.4,0.7,1,1.5,0.5,1.0,0.0,0.4,1.4,0.1,0,4,2.0,1.2,0.9,0.1,1.1,1.9,1.5,30.6,75.4,1.3,1.7,0.0
Alexandre Mendy,6.3,72,FW,8,765,0,2,0,72.2,1.3,0,0.3,0.1,0.9,0.0,0.4,0.3,0.0,0,3,1.4,0.3,0.6,0.6,0.8,1.6,0.4,7.2,72.2,0.1,0.1,0.0
Jony,6.89,77,AM(LR),34,2985,10,3,0,65.3,0.1,1,0.6,0.6,0.9,0.0,0.3,0.8,0.0,0,5,1.5,1.7,0.9,0.4,1.7,3.0,2.4,21.6,65.3,2.0,1.7,0.1
Rubén Alcaraz,6.89,73,DMC,34,2978,2,13,0,83.6,1.5,2,2.8,1.1,2.0,0.1,1.4,1.7,0.3,0,3,1.5,0.7,3.2,0.0,1.2,1.0,0.6,50.4,83.6,0.2,5.3,0.0
Arturo Vidal,6.89,85,M(C),22,1929,7,7,0,89.0,1.2,0,2.4,0.9,1.8,0.1,0.6,1.2,0.2,0,3,0.7,0.2,1.0,0.0,0.5,0.9,0.7,45.4,89.0,0.1,1.6,0.1
Vitorino Antunes,6.89,80,D(L),25,2182,3,5,0,58.2,0.8,0,1.5,1.5,1.3,0.4,2.1,0.6,0.3,0,1,1.0,0.8,0.7,0.0,0.5,0.9,1.1,28.2,58.2,1.5,2.9,0.0
Jonathan Silva,6.89,74,"D(L), M(L)",30,2700,6,9,0,71.7,0.6,0,1.7,1.0,1.7,0.1,2.3,1.0,0.1,0,3,0.8,0.4,0.7,0.1,0.4,1.4,1.6,29.6,71.7,1.4,1.6,0.0
Sergio Asenjo,6.89,84,GK,32,2880,0,0,0,60.3,0.3,2,0.0,0.1,0.0,0.0,1.2,0.0,0.0,0,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,21.4,60.3,0.0,6.4,0.0
Damián Suárez,6.89,77,D(R),36,3240,3,13,0,65.0,0.9,0,2.7,1.3,1.6,0.6,1.4,1.9,0.2,0,0,0.4,0.6,1.5,0.1,0.6,0.8,1.7,36.8,65.0,1.7,4.0,0.0
Mikel Merino,6.88,75,M(C),24,2061,3,8,1,79.6,2.9,2,1.7,1.0,2.4,0.0,1.2,1.3,0.1,0,3,0.8,1.0,1.3,0.0,1.6,1.5,0.4,37.6,79.6,0.2,1.9,0.1
Vincent Janssen,6.3,75,FW,0,36,0,0,0,77.8,1.0,0,0.7,0.0,0.7,0.0,0.3,0.0,0.0,0,0,1.0,0.3,0.0,0.3,0.3,0.0,0.0,3.0,77.8,0.0,0.0,0.0
Ximo Navarro,6.88,75,D(CR),28,2533,2,7,0,79.1,1.6,1,1.8,1.5,0.6,0.5,4.2,0.4,0.4,0,2,0.4,0.5,1.2,0.0,0.5,0.8,0.3,26.5,79.1,0.5,2.0,0.0
Gabriele Moncini,6.3,67,Forward,0,7,0,0,0,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Clément Lenglet,6.88,82,D(C),22,1935,0,8,1,89.4,1.9,1,2.0,0.9,1.3,0.7,3.0,0.6,0.9,1,1,0.3,0.3,0.6,0.0,0.1,0.2,0.0,49.8,89.4,0.0,3.0,0.0
Daniel Carriço,6.88,78,"D(C), DMC",24,2132,1,10,0,79.7,2.5,1,1.5,1.3,1.3,0.8,4.3,0.3,0.5,0,1,0.4,0.3,0.3,0.0,0.3,0.3,0.2,41.7,79.7,0.0,3.0,0.0
Pedro Alcalá,6.88,75,D(C),20,1869,1,9,0,79.4,3.5,1,1.3,1.4,0.8,0.6,4.8,0.3,0.7,0,1,0.6,0.2,0.5,0.1,0.2,0.3,0.2,34.5,79.4,0.0,2.6,0.0
Okay Yokuslu,6.87,77,"D(C), DMC",26,2205,0,10,0,86.1,2.6,1,2.0,1.2,1.4,0.1,1.7,0.6,0.4,0,2,0.6,0.9,1.1,0.0,0.7,0.9,0.4,46.2,86.1,0.0,2.7,0.0
Simon Kjaer,6.87,81,D(C),25,2016,0,5,0,85.7,3.0,0,1.1,1.0,0.8,0.8,5.2,0.3,1.3,0,0,0.5,0.0,0.5,0.0,0.0,0.2,0.2,34.9,85.7,0.0,2.5,0.1
Nacho,6.87,74,D(LR),35,3150,3,10,0,71.0,0.9,2,3.1,1.3,0.8,0.2,2.3,0.9,0.3,0,1,0.5,0.4,1.0,0.2,0.3,0.8,1.2,39.4,71.0,0.7,2.7,0.0
Álex Granell,6.87,79,"DMC, M(L)",26,2392,4,5,0,76.1,1.0,1,2.0,1.1,1.0,0.0,1.0,1.5,0.2,0,0,1.2,0.7,1.5,0.0,0.8,0.8,1.6,40.8,76.1,1.7,3.4,0.1
Musa Barrow,6.3,68,FW,6,592,2,0,0,79.0,0.5,0,0.4,0.0,0.3,0.0,0.1,0.1,0.0,0,1,1.4,0.3,0.2,0.1,0.6,1.9,0.7,10.4,79.0,0.1,0.3,0.0
Thomas Lemar,6.87,83,AM(CLR),22,1829,3,4,0,85.2,0.3,1,1.2,0.7,0.7,0.0,0.1,0.7,0.0,0,3,0.8,1.5,1.1,0.2,1.5,1.2,1.2,30.3,85.2,0.7,1.0,0.1
Federico Palacios,6.31,65,FW,9,941,0,1,0,81.7,0.5,0,1.2,0.5,0.5,0.0,0.1,0.6,0.0,0,2,0.4,0.6,0.5,0.2,1.3,1.2,0.4,17.4,81.7,0.0,0.3,0.1
Yuri,6.87,77,"D(L), M(L)",35,3121,2,9,1,81.9,2.2,1,1.3,1.2,1.1,0.1,2.0,0.7,0.3,0,2,0.8,0.9,2.2,0.1,0.5,1.2,0.5,39.1,81.9,0.6,1.1,0.0
Hugo Mallo,6.86,80,"D(CR), M(R)",35,3094,4,11,0,74.6,1.7,0,2.1,1.4,1.5,0.3,3.3,0.7,0.4,0,1,0.7,0.6,0.8,0.3,0.5,1.1,0.9,42.6,74.6,0.9,2.2,0.0
Yuya Kubo,6.31,74,"AM(CLR), FW",15,1363,0,2,0,73.4,0.5,0,1.0,0.5,1.0,0.0,0.1,1.0,0.0,0,1,1.3,0.5,1.0,0.2,1.3,2.0,0.5,17.8,73.4,0.1,1.0,0.0
Pape Diop,6.85,73,M(C),27,2356,1,11,0,73.2,3.6,0,2.4,1.3,2.4,0.0,0.9,0.7,0.0,0,1,1.3,0.6,1.7,0.0,0.4,1.1,0.4,40.3,73.2,0.1,2.0,0.0
Íñigo Martínez,6.85,75,D(C),33,2903,0,12,0,78.0,2.9,0,1.6,2.1,1.2,0.5,4.3,0.4,0.4,0,0,0.8,0.1,1.7,0.0,0.2,0.4,0.2,43.6,78.0,0.1,5.3,0.0
Esteban Granero,6.85,78,M(CLR),24,2020,1,11,0,86.2,0.8,2,1.8,0.9,1.4,0.0,1.1,1.2,0.3,0,3,1.1,1.2,1.5,0.0,1.3,0.9,1.0,40.0,86.2,0.8,2.0,0.0
Kévin Rodrigues,6.85,74,D(L),5,483,0,1,0,74.6,0.9,0,3.0,1.1,0.7,0.0,2.0,1.1,0.4,0,0,0.3,1.3,0.9,0.0,1.0,0.9,0.9,25.9,74.6,0.6,1.0,0.0
Marc Muniesa,6.83,74,D(CL),15,1403,0,6,0,80.7,1.6,1,2.6,1.9,1.1,0.1,2.1,0.7,0.3,0,0,0.4,0.6,1.1,0.0,0.3,0.5,0.3,40.3,80.7,0.4,2.3,0.1
Cristiano Piccini,6.83,77,D(R),21,1868,0,3,0,78.5,1.1,1,1.4,1.2,0.8,0.2,2.5,0.6,0.3,0,1,0.5,1.3,0.6,0.0,0.6,0.9,0.2,33.5,78.5,0.5,1.1,0.0
Marcos Llorente,6.83,79,DMC,6,540,0,1,0,93.1,0.3,0,2.3,1.0,2.1,0.0,1.6,1.4,0.0,0,0,0.1,1.0,1.0,0.1,1.1,0.6,0.6,53.6,93.1,0.0,5.7,0.0
Theo Hernández,6.83,77,D(L),22,1977,2,5,1,82.8,0.9,3,2.3,1.4,1.2,0.1,1.5,0.7,0.2,0,1,1.0,1.8,2.9,0.2,1.1,1.5,0.8,37.9,82.8,0.4,0.7,0.0
Javi Guerra,6.31,70,FW,1,232,1,0,0,78.4,1.3,0,0.4,0.1,0.4,0.0,0.0,0.4,0.0,0,0,0.9,0.5,0.4,0.1,0.3,0.4,0.4,9.3,78.4,0.0,0.1,0.0
Borja Bastón,6.31,75,FW,18,1449,1,4,0,61.8,1.8,0,0.6,0.1,1.5,0.0,0.4,0.9,0.2,0,5,1.2,0.2,0.5,0.4,0.7,1.4,0.3,11.6,61.8,0.1,0.1,0.0
Javi López,6.83,75,"D(R), DMC",21,1949,0,3,1,78.1,1.5,1,2.7,1.7,1.4,0.3,3.3,1.4,0.2,0,0,0.3,0.8,1.5,0.0,0.7,0.9,0.7,37.0,78.1,0.4,1.3,0.0
Iker Muniain,6.83,80,AM(CLR),27,2387,4,7,0,85.9,0.2,1,0.9,0.4,0.8,0.0,0.2,0.7,0.1,0,7,0.7,1.9,2.3,0.0,1.6,1.5,0.9,34.9,85.9,0.2,1.0,0.2
Andriy Lunin,6.82,76,GK,4,364,0,0,0,61.0,0.4,0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0,0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,21.0,61.0,0.0,7.2,0.0
Oier Olazábal,6.82,75,GK,21,1890,0,1,0,54.4,0.2,4,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,22.8,54.4,0.0,7.0,0.0
Joel Robles,6.81,75,GK,5,450,0,0,2,76.7,0.2,0,0.2,0.0,0.0,0.0,1.2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.6,76.7,0.0,6.2,0.0
Djené Dakonam,6.81,78,D(C),34,2981,0,11,2,71.9,2.6,3,1.6,2.2,1.5,0.9,4.4,0.5,0.3,0,0,0.4,0.5,0.9,0.0,0.3,0.5,0.1,28.6,71.9,0.1,3.1,0.0
Igor Zubeldia,6.81,74,DMC,29,2552,1,7,0,85.8,1.8,3,1.8,1.4,1.1,0.0,1.7,1.0,0.2,0,0,0.5,1.2,0.4,0.0,0.8,0.6,0.2,36.4,85.8,0.0,2.4,0.0
Marcelo,6.81,80,D(L),21,1841,2,6,0,83.5,0.3,1,1.5,0.7,0.8,0.3,0.6,1.0,0.1,0,2,1.5,1.4,0.9,0.2,0.6,1.2,1.4,57.6,83.5,0.8,3.4,0.0
Toni Villa,6.8,73,AM(L),21,1774,2,3,0,78.0,0.1,1,2.0,0.5,1.1,0.0,0.2,1.0,0.0,0,2,1.3,2.1,1.6,0.1,2.3,1.8,0.9,21.2,78.0,0.3,0.6,0.0
Kenneth Zohore,6.31,72,FW,7,747,1,1,0,62.5,2.2,0,0.2,0.1,0.7,0.0,0.3,0.1,0.1,0,1,0.9,0.3,1.1,0.2,0.7,1.2,0.6,7.2,62.5,0.1,0.1,0.1
Patrick Cutrone,6.31,71,FW,12,1438,2,2,0,74.3,0.5,0,0.3,0.2,0.8,0.0,0.4,0.4,0.1,0,3,1.0,0.1,0.6,0.4,0.8,1.8,0.6,9.3,74.3,0.1,0.1,0.0
Joseba Zaldua,6.8,75,D(R),25,2142,2,7,0,77.4,1.8,0,1.4,1.5,1.3,0.0,2.5,0.7,0.1,0,1,0.2,0.8,2.5,0.0,0.4,1.2,0.5,34.6,77.4,0.8,1.5,0.0
Ramiro Funes Mori,6.8,77,"D(C), DMC",29,2628,1,15,0,81.0,2.3,0,1.3,1.4,1.0,0.6,4.7,0.8,0.8,1,2,0.8,0.2,0.7,0.1,0.2,0.4,0.2,39.1,81.0,0.0,4.0,0.0
Manuel Morlanes,6.8,71,M(C),7,611,3,2,0,84.1,1.0,1,2.1,0.5,1.3,0.0,0.9,1.2,0.3,0,0,0.3,0.7,0.6,0.0,0.6,0.3,0.9,32.0,84.1,0.0,2.2,0.2
Borja García,6.8,79,AM(CL),30,2639,3,0,1,82.8,0.7,1,1.2,1.2,0.6,0.0,0.4,0.7,0.1,0,1,1.0,1.1,3.1,0.1,1.6,1.9,1.1,39.0,82.8,0.3,2.3,0.3
Dídac Vilá,6.79,74,D(L),27,2358,2,10,0,73.2,1.8,0,2.4,2.0,1.4,0.1,3.0,1.0,0.4,0,0,0.9,0.3,1.1,0.0,0.6,1.0,0.7,41.1,73.2,0.4,2.5,0.0
William Carvalho,6.79,84,DMC,26,2387,5,7,0,89.0,1.3,0,1.5,0.4,0.8,0.0,1.0,0.4,0.0,0,0,0.3,1.4,1.2,0.1,1.2,0.6,0.6,63.5,89.0,0.0,3.4,0.1
Vladimír Darida,6.32,78,"M(C), FW",3,373,1,1,0,86.5,0.2,0,0.8,0.8,1.4,0.0,0.5,0.1,0.0,0,0,0.9,0.4,0.6,0.0,0.4,0.8,0.7,22.9,86.5,0.3,1.2,0.0
David Juncà,6.79,76,D(L),21,1758,3,6,0,83.5,1.2,1,2.6,1.7,1.2,0.4,2.1,0.9,0.3,0,0,0.3,0.6,1.0,0.0,0.3,0.7,0.8,39.5,83.5,0.6,1.5,0.0
"Jean0,00Kévin Augustin",6.32,77,"AM(R), FW",4,452,0,0,0,79.1,0.1,0,0.1,0.2,0.6,0.0,0.0,0.1,0.0,0,3,0.8,0.5,0.9,0.3,0.9,1.2,0.5,5.1,79.1,0.1,0.0,0.0
Abdoulaye Ba,6.78,73,D(C),25,2113,0,4,2,82.4,2.7,1,1.8,1.1,0.9,0.8,6.0,0.4,0.7,0,1,0.3,0.2,0.5,0.0,0.1,0.5,0.1,40.3,82.4,0.0,3.7,0.0
Nemanja Maksimovic,6.78,78,DMC,36,3211,0,5,0,75.6,2.3,0,2.1,2.0,0.5,0.1,0.8,1.1,0.4,0,1,0.9,0.3,0.3,0.0,0.6,0.8,0.3,21.4,75.6,0.0,0.8,0.0
Samuel Chukwueze,6.78,65,AM(CR),19,1711,2,2,0,73.4,0.6,1,0.7,0.4,0.8,0.0,0.0,0.8,0.1,0,5,2.2,2.0,0.8,0.7,1.2,1.7,0.8,19.4,73.4,0.1,1.0,0.0
Marco Asensio,6.78,85,AM(CLR),19,1779,4,3,0,86.8,0.1,0,0.4,0.5,0.6,0.0,0.1,0.7,0.0,0,1,1.5,1.4,0.7,0.3,0.5,1.5,1.0,30.4,86.8,0.8,1.0,0.2
Kenneth Omeruo,6.78,72,D(C),27,2434,0,7,0,80.3,1.9,1,1.8,1.3,0.6,0.4,5.6,0.3,0.4,0,0,0.1,0.3,0.4,0.0,0.1,0.4,0.1,34.4,80.3,0.0,3.7,0.0
Sergi Darder,6.78,79,"DMC, M(L)",32,2718,2,6,1,79.8,0.5,4,1.8,0.6,0.9,0.1,0.7,1.3,0.1,0,4,1.6,1.0,0.9,0.0,0.7,1.3,1.1,36.3,79.8,0.6,1.9,0.2
Raphael Varane,6.78,86,D(C),31,2757,0,0,1,89.0,2.9,0,1.0,1.0,0.3,0.7,4.3,0.1,0.3,0,2,0.6,0.2,0.4,0.0,0.2,0.4,0.1,53.3,89.0,0.0,4.1,0.0
Emmanuel Boateng,6.32,76,"AM(R), FW",7,695,0,2,0,65.3,1.8,0,0.3,0.1,0.9,0.0,0.4,0.2,0.0,0,1,1.1,0.3,1.2,0.6,0.8,1.0,0.1,6.3,65.3,0.0,0.1,0.0
Cristian Tello,6.78,80,M(LR),13,1560,6,4,0,85.5,0.1,1,1.1,0.6,0.2,0.0,0.3,0.6,0.0,0,4,1.2,0.9,0.4,0.2,0.5,1.0,1.0,26.8,85.5,0.3,1.1,0.0
Tomás Pina,6.77,77,M(C),27,2343,0,13,0,82.8,2.1,1,2.3,1.5,2.1,0.0,1.4,1.0,0.1,0,2,0.4,0.4,1.8,0.0,0.6,1.0,0.8,37.6,82.8,0.0,1.6,0.0
Rubén Duarte,6.77,76,D(L),33,2777,0,10,1,67.2,1.6,0,2.2,1.7,1.1,0.3,3.3,0.9,0.4,0,0,0.7,0.2,1.8,0.0,0.2,0.6,0.8,27.9,67.2,0.8,2.3,0.0
Carlos Soler,6.77,80,M(CR),27,2466,6,9,0,79.5,0.8,1,1.3,0.6,1.7,0.0,1.0,1.6,0.2,1,2,1.3,0.8,1.6,0.0,1.0,1.5,1.1,29.1,79.5,0.5,1.2,0.1
Mikel Vesga,6.77,72,DMC,23,2075,1,3,0,80.1,1.9,0,1.9,1.5,1.2,0.0,1.0,2.4,0.2,0,1,0.5,0.7,0.9,0.0,1.1,1.5,0.6,30.2,80.1,0.2,1.6,0.0
Bernardo Espinosa,6.77,77,D(C),31,2729,1,2,2,86.0,4.2,1,0.6,1.3,1.1,0.8,6.3,0.3,1.0,0,1,0.5,0.1,0.2,0.1,0.1,0.3,0.3,44.9,86.0,0.0,3.3,0.0
Vinícius Júnior,6.77,77,AM(L),9,864,0,0,0,76.1,0.1,0,0.6,0.4,0.7,0.0,0.0,0.7,0.1,0,2,2.3,2.3,1.2,0.4,1.3,1.5,0.8,15.8,76.1,0.3,0.3,0.1
Víctor Laguardia,6.76,77,D(C),36,3240,2,12,0,70.5,2.2,0,1.3,1.5,0.7,0.8,6.2,0.3,0.5,1,1,0.5,0.0,0.4,0.1,0.1,0.2,0.2,35.2,70.5,0.0,4.2,0.0
Raúl García,6.76,80,D(CL),10,854,1,1,0,73.2,1.5,0,2.1,1.1,1.1,0.6,2.9,0.5,0.4,0,0,0.5,0.9,0.9,0.1,0.6,0.8,0.6,33.6,73.2,1.0,1.8,0.0
Dani Ceballos,6.76,81,M(CL),13,1248,0,3,0,92.6,0.4,0,1.4,0.7,0.7,0.0,0.2,0.9,0.0,0,3,1.0,0.6,1.7,0.0,1.2,1.0,1.0,44.1,92.6,0.1,2.0,0.0
Mauro Arambarri,6.76,76,DMC,32,2687,2,8,0,69.4,1.7,1,1.8,0.9,2.0,0.1,1.0,1.6,0.3,1,1,0.9,1.0,1.7,0.0,0.8,1.1,0.5,22.4,69.4,0.1,3.2,0.0
David Soria,6.76,78,GK,37,3330,0,0,0,40.4,0.3,2,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0,0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,28.0,40.4,0.0,10.1,0.0
Keylor Navas,6.76,87,GK,10,900,0,1,0,75.0,0.5,0,0.0,0.1,0.0,0.0,0.6,0.0,0.0,0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,23.6,75.0,0.0,4.0,0.0
Jason,6.76,75,M(R),26,2333,5,10,0,69.1,1.1,0,1.5,1.5,0.9,0.1,0.8,1.7,0.1,0,2,1.1,1.0,1.7,0.1,1.1,1.5,1.0,21.7,69.1,0.4,1.0,0.1
Juanpe,6.76,77,D(C),31,2769,0,8,0,81.5,3.3,2,1.5,1.7,1.2,0.5,4.0,0.6,0.5,0,0,0.6,0.3,0.3,0.1,0.0,0.3,0.2,46.9,81.5,0.0,3.5,0.0
Jorge Pulido,6.75,71,D(C),32,2790,3,9,2,75.4,2.3,0,2.0,1.5,1.6,0.5,4.7,0.6,0.6,1,3,0.6,0.2,1.0,0.2,0.3,0.5,0.4,28.8,75.4,0.2,1.8,0.0
Asier Illarramendi,6.75,84,M(C),20,1822,1,8,0,84.9,1.3,0,1.7,1.3,1.5,0.0,1.9,1.3,0.4,0,1,0.6,0.3,1.5,0.0,0.6,1.0,0.5,53.8,84.9,0.2,3.0,0.2
Diego Llorente,6.74,77,"D(C), DMC",20,1755,0,5,0,84.8,2.8,1,1.2,1.2,1.0,0.8,3.8,0.6,0.7,1,0,0.3,0.1,0.6,0.0,0.1,0.2,0.1,52.3,84.8,0.0,4.1,0.0
Álvaro Odriozola,6.74,80,D(R),14,1180,2,2,0,90.6,0.1,0,2.0,0.8,1.1,0.5,0.9,0.3,0.1,0,0,0.1,0.5,1.4,0.4,0.7,1.1,1.3,42.4,90.6,0.7,1.0,0.0
Jesé,6.32,76,"AM(LR), FW",9,782,0,2,0,75.1,0.2,0,0.5,0.1,0.5,0.0,0.0,0.4,0.0,0,2,1.4,0.9,0.3,0.4,0.6,1.4,0.5,13.8,75.1,0.0,0.3,0.0
Brahim Díaz,6.74,69,AM(L),5,378,1,0,0,85.9,0.0,0,1.0,0.0,0.4,0.0,0.0,0.6,0.0,0,1,0.8,1.9,1.6,0.0,0.9,2.0,0.8,18.1,85.9,0.0,0.1,0.1
Christian Rivera,6.74,70,M(C),19,1694,0,2,0,79.5,1.1,1,1.7,1.4,0.8,0.0,1.2,0.6,0.2,0,2,0.6,0.8,0.5,0.0,0.7,1.0,0.5,31.0,79.5,0.0,1.7,0.0
Carlos Vinicius,6.32,62,FW,3,516,1,3,0,57.3,0.8,0,0.3,0.1,0.8,0.0,0.1,0.1,0.0,0,2,0.9,0.6,0.4,0.6,0.7,1.6,0.4,6.0,57.3,0.0,0.1,0.0
Unai Bustinza,6.74,75,D(CR),24,2029,1,9,1,71.4,2.3,1,1.6,2.1,1.2,0.5,4.2,0.6,0.5,0,0,0.2,0.1,1.2,0.0,0.3,0.4,0.4,34.6,71.4,0.2,3.4,0.0
